StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q31,Q34,Q1,Q3,Q9,Q11,Q6,Q23,Q22,Q22_4_TEXT,Q24,Q7,Q7_4_TEXT,Q4,Q5,Q5_4_TEXT,Q36,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q52,Q53,Q54,Q55,rid,gender,ethnicity,education,region,age,hhi,hispanic,political_party,zip,Group
11/13/2018 9:16,11/13/2018 9:18,IP Address,76.170.48.162,100,138,TRUE,11/13/2018 9:18,R_1OoSsrhbk8bcFjw,,,,,34.06990051,-118.3491974,anonymous,EN,Currently living in the United States of America,,41-50,Male,Bachelor's degree in college (4-year),"$100,000 to $149,999",Multiple times per day,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Rarely,Reuters,,Central,Democrat,,Sometimes,Never,Almost Never,Very Often,Fairly Often,Very Often,Very Often,Almost Never,Never,Very Often,Sometimes,Very Often,Very Often,Never,5beaf8a6-095f-4f2f-8527-9647f91eec8c,1,8,6,4,41,20,1,1,90020,Treatment
11/13/2018 9:15,11/13/2018 9:19,IP Address,72.83.221.50,100,193,TRUE,11/13/2018 9:19,R_PthJqTFj75VxTCF,,,,,38.85899353,-77.09970093,anonymous,EN,Currently living in the United States of America,,51-60,Female,High school graduate (high school diploma or equivalent including GED),"Less than $10,000",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.)",,Sometimes,"Fox News,CNN",,Right leaning,Republican,,Almost Never,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Sometimes,5beaf896-5e28-464b-b6c0-077ef0c485f0,2,1,2,2,59,1,1,9,49021,Treatment
11/13/2018 9:18,11/13/2018 9:19,IP Address,24.34.228.226,100,65,TRUE,11/13/2018 9:19,R_1Q6rGxRPyiAsSrg,,,,,41.92959595,-71.30090332,anonymous,EN,Currently living in the United States of America,,0-20,Male,High school graduate (high school diploma or equivalent including GED),"$100,000 to $149,999",Daily,Online Media,"Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Never,Never,Almost Never,Never,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,5beaf871-289c-447d-8682-d3fc92874dc8,1,6,2,1,19,19,1,9,2771,Placebo
11/13/2018 9:18,11/13/2018 9:19,IP Address,67.219.229.179,100,73,TRUE,11/13/2018 9:19,R_Dc5OA0WDcLbDvEt,,,,,43.09680176,-124.4037018,anonymous,EN,Currently living in the United States of America,,21-30,Male,Master's degree,"$100,000 to $149,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,CNN",,Right leaning,Democrat,,Very Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Very Often,Very Often,Very Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,5beaf940-ae7a-4f45-a34a-d398fc3c938e,1,1,7,4,28,19,1,1,97411,Placebo
11/13/2018 9:16,11/13/2018 9:20,IP Address,141.225.245.74,100,206,TRUE,11/13/2018 9:20,R_2pSMbsJamw3Dozv,,,,,35.20170593,-89.97149658,anonymous,EN,Currently living in the United States of America,,0-20,Female,Some college but no degree,"$20,000 to $29,999",Daily,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Left leaning,Independent,,Fairly Often,Fairly Often,Very Often,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,5beaf89f-b2f7-4e23-b30d-38697c2a2f55,2,1,4,3,20,8,1,3,38111,Treatment
11/13/2018 9:17,11/13/2018 9:20,IP Address,32.210.79.25,100,195,TRUE,11/13/2018 9:20,R_3kO1ofO9NElOpSK,,,,,41.30470276,-73.12940216,anonymous,EN,Currently living in the United States of America,,31-40,Female,Bachelor's degree in college (4-year),"$70,000 to $79,999",Daily,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Right leaning,Republican,,Never,Never,Almost Never,Very Often,Sometimes,Very Often,Very Often,Never,Very Often,Very Often,Sometimes,Almost Never,Very Often,Never,5beaf8e6-8aaa-4360-8cd7-c6e4fcffdbc9,2,1,6,1,34,14,1,10,6484,Control
11/13/2018 9:18,11/13/2018 9:21,IP Address,50.34.160.119,100,185,TRUE,11/13/2018 9:21,R_3fH4CMaCOLZEOWy,,,,,48.09660339,-122.197998,anonymous,EN,Currently living in the United States of America,,41-50,Female,Associate degree in college (2-year),"$20,000 to $29,999",Weekly,"Television broadcast,Word of Mouth",,,,Reuters,,Central,Independent,,Sometimes,Never,Sometimes,Fairly Often,Fairly Often,Very Often,Sometimes,Almost Never,Very Often,Sometimes,Never,Sometimes,Fairly Often,Never,5beaf8f2-9a38-416f-8559-492e0f5ec5ed,2,1,5,4,42,3,1,4,98274,Control
11/13/2018 9:17,11/13/2018 9:21,IP Address,73.90.95.23,100,197,TRUE,11/13/2018 9:21,R_32PEGsRv4lZyWVP,,,,,36.75280762,-119.7061005,anonymous,EN,Currently living in the United States of America,,21-30,Male,Some college but no degree,"$40,000 to $49,999",Less than once per month,None of the above,,,,Other,None,Central,Independent,,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,5beaf8eb-965e-4738-b478-ed35c3b7abb6,1,16,2,4,21,-3105,15,3,93727,Placebo
11/13/2018 9:19,11/13/2018 9:21,IP Address,172.56.26.230,100,132,TRUE,11/13/2018 9:21,R_1pVvtePoD9FiH6R,,,,,28.51629639,-81.45159912,anonymous,EN,Currently living in the United States of America,,31-40,Female,High school graduate (high school diploma or equivalent including GED),"$20,000 to $29,999",Less than once per month,Television broadcast,,,,Other,Orlando channel 35,Left leaning,Independent,,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,5beaf943-44b7-4dae-9ae3-51bc669a29a8,2,15,2,3,38,4,14,5,34741,Placebo
11/13/2018 9:19,11/13/2018 9:21,IP Address,71.185.206.146,100,155,TRUE,11/13/2018 9:21,R_10ZtCl2LBdznagz,,,,,39.97880554,-75.12619781,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Bachelor's degree in college (4-year),"$20,000 to $29,999",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Independent,,Very Often,Very Often,Very Often,Fairly Often,Fairly Often,Very Often,Sometimes,Fairly Often,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Very Often,5beaf94d-4da6-4fff-bf3c-9f5c938fbd40,1,1,6,1,63,3,1,4,19125,Placebo
11/13/2018 9:16,11/13/2018 9:21,IP Address,72.23.196.51,100,327,TRUE,11/13/2018 9:21,R_2Vxy9MuypFzyW1r,,,,,39.78269958,-75.98149872,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,High school graduate (high school diploma or equivalent including GED),"$30,000 to $39,999",Daily,"Television broadcast,Online Media","Through an aggregator (Google News, The Skimm, etc.)",,Sometimes,Fox News,,Central,Republican,,Sometimes,Almost Never,Never,Very Often,Very Often,Very Often,Fairly Often,Almost Never,Very Often,Very Often,Almost Never,Almost Never,Very Often,Never,5beaf875-29f9-4a8c-800e-39e74c818332,2,1,2,1,76,6,1,9,19363,Control
11/13/2018 9:17,11/13/2018 9:21,IP Address,75.73.11.198,100,244,TRUE,11/13/2018 9:21,R_32SfRmZQ41aswDV,,,,,44.91400146,-93.44809723,anonymous,EN,Currently living in the United States of America,,41-50,Male,Some college but no degree,"$60,000 to $69,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,CNN,,Right leaning,Republican,,Almost Never,Almost Never,Never,Fairly Often,Very Often,Very Often,Sometimes,Never,Fairly Often,Very Often,Never,Sometimes,Very Often,Never,5beaf90d-97a4-4183-82e5-e91bd986c480,1,1,2,2,41,11,1,10,55305,Treatment
11/13/2018 9:15,11/13/2018 9:22,IP Address,166.182.82.181,100,389,TRUE,11/13/2018 9:22,R_2Y62HBEkDENLiv4,,,,,37.75100708,-97.8219986,anonymous,EN,Currently living in the United States of America,,41-50,Female,High school graduate (high school diploma or equivalent including GED),"$10,000 to $19,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Other,None,Right leaning,Republican,,Almost Never,Never,Almost Never,Very Often,Never,Very Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,Almost Never,Never,Never,5beaf878-5141-4722-877f-b2bac5d12009,2,1,2,2,46,2,1,10,54209,Treatment
11/13/2018 9:19,11/13/2018 9:22,IP Address,68.99.173.95,100,191,TRUE,11/13/2018 9:22,R_1pPt8WQtay3ZwCo,,,,,32.88690186,-83.60209656,anonymous,EN,Currently living in the United States of America,,21-30,Male,Master's degree,"Less than $10,000",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,CNN,,Central,Democrat,,Fairly Often,Very Often,Sometimes,Almost Never,Never,Fairly Often,Sometimes,Very Often,Fairly Often,Sometimes,Very Often,Very Often,Fairly Often,Fairly Often,5beaf972-9ce8-4ef1-81a9-24ce047c35e1,1,2,5,3,25,1,1,1,31210,Treatment
11/13/2018 9:18,11/13/2018 9:22,IP Address,24.160.102.202,100,236,TRUE,11/13/2018 9:22,R_2WzZXuitcxcgtPA,,,,,28.11470032,-82.36779785,anonymous,EN,Currently living in the United States of America,,21-30,Female,Bachelor's degree in college (4-year),"Less than $10,000",Weekly,"Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Never,"Fox News,CNN",,Central,Independent,,Fairly Often,Very Often,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Sometimes,5beaf945-5669-4c88-975b-dd3c9ed2de63,2,1,8,3,24,-3105,1,3,22405,Placebo
11/13/2018 9:17,11/13/2018 9:22,IP Address,73.10.31.177,100,300,TRUE,11/13/2018 9:22,R_3L13Ty7HRNjhbs3,,,,,39.9683075,-74.95330048,anonymous,EN,Currently living in the United States of America,,41-50,Female,Bachelor's degree in college (4-year),"$150,000 or more",Multiple times per day,"Television broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Never,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Never,Sometimes,Fairly Often,Sometimes,Fairly Often,Fairly Often,Never,5beaf902-e9a9-439e-95d9-82b02e0001ef,2,5,6,1,44,22,1,1,8057,Treatment
11/13/2018 9:17,11/13/2018 9:23,IP Address,69.114.8.145,100,343,TRUE,11/13/2018 9:23,R_2sU9vGLpy8zoBWT,,,,,40.99299622,-72.17900085,anonymous,EN,Currently living in the United States of America,,Older than 60,Female,Associate degree in college (2-year),"$20,000 to $29,999",Multiple times per day,"Television broadcast,Online Media",Other,yahoo page,Rarely,Other,most are truthful,Left leaning,Democrat,,Very Often,Sometimes,Almost Never,Almost Never,Fairly Often,Fairly Often,Sometimes,Almost Never,Almost Never,Fairly Often,Almost Never,Sometimes,Very Often,Never,5beaf8b0-b82c-4a9b-bb63-fcf115a4f99e,2,1,5,1,68,4,1,2,11930,Control
11/13/2018 9:18,11/13/2018 9:23,IP Address,131.183.29.9,100,293,TRUE,11/13/2018 9:23,R_233QEuiwunfdj9F,,,,,41.67120361,-83.60600281,anonymous,EN,Currently living in the United States of America,,51-60,Male,Some college but no degree,"$70,000 to $79,999",Daily,Television broadcast,,,,Other,abc,Central,Democrat,,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Sometimes,Almost Never,Fairly Often,Sometimes,Almost Never,5beaf91b-c58d-46c0-94e8-37900873ba2f,1,1,4,2,55,14,1,2,43551,Placebo
11/13/2018 9:16,11/13/2018 9:23,IP Address,50.38.76.109,100,437,TRUE,11/13/2018 9:24,R_2Bhx4y9YalyqFJ9,,,,,45.45199585,-122.789299,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Some college but no degree,"$50,000 to $59,999",Daily,"Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Always,Fox News,,Right leaning,Republican,,Almost Never,Sometimes,Almost Never,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,5beaf88b-7a1c-4e41-8e41-c7437a3b34e9,1,1,4,4,72,9,1,10,98671,Placebo
11/13/2018 9:18,11/13/2018 9:24,IP Address,73.93.152.217,100,331,TRUE,11/13/2018 9:24,R_2s0gJNRzwqqf0YC,,,,,37.31629944,-121.9356003,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,Bachelor's degree in college (4-year),"$10,000 to $19,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.)",,Never,"Fox News,Reuters",,Right leaning,Other,Not registered,Never,Never,Never,Fairly Often,Fairly Often,Very Often,Fairly Often,Never,Fairly Often,Fairly Often,Never,Sometimes,Very Often,Never,5beaf91c-976f-4ff3-820e-f1d8e4f888ac,1,1,6,4,62,2,1,9,94582,Treatment
11/13/2018 9:18,11/13/2018 9:24,IP Address,72.8.251.209,100,357,TRUE,11/13/2018 9:24,R_1SvX4jvRDbY2HSh,,,,,41.57080078,-97.88009644,anonymous,EN,Currently living in the United States of America,,21-30,Female,High school graduate (high school diploma or equivalent including GED),"$30,000 to $39,999",Daily,"Television broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,CNN",,Central,Independent,,Sometimes,Very Often,Very Often,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Very Often,5beaf92b-0204-4b42-8202-84392f46798c,2,1,2,2,23,6,1,4,68660,Treatment
11/13/2018 9:19,11/13/2018 9:26,IP Address,75.32.49.61,100,426,TRUE,11/13/2018 9:26,R_21baLnCP5f2Dvbv,,,,,35.16630554,-101.8868027,anonymous,EN,Currently living in the United States of America,,41-50,Male,Bachelor's degree in college (4-year),"$70,000 to $79,999",Daily,Television broadcast,,,,Other,Local,Central,Independent,,Almost Never,Never,Sometimes,Very Often,Fairly Often,Very Often,Sometimes,Almost Never,Very Often,Fairly Often,Almost Never,Almost Never,Fairly Often,Almost Never,5beaf944-16d1-40ad-b4f5-872d47f7eef4,1,1,6,3,42,13,1,5,79104,Placebo
11/13/2018 9:19,11/13/2018 9:27,IP Address,108.20.147.60,100,479,TRUE,11/13/2018 9:27,R_8csnQbPNgct5tOF,,,,,42.39860535,-71.24510193,anonymous,EN,Currently living in the United States of America,,51-60,Male,Doctoral degree,"$150,000 or more",Multiple times per day,"Television broadcast,Radio broadcast,Online Media","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,Fox News,,Central,Independent,,Sometimes,Sometimes,Sometimes,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,5beaf936-da0c-4564-b0ec-257e61181b27,1,1,8,1,57,22,1,5,2135,Control
11/13/2018 9:21,11/13/2018 9:28,IP Address,64.251.40.241,100,446,TRUE,11/13/2018 9:28,R_1IXdWJSDHUg0Nlk,,,,,40.646698,-73.95700073,anonymous,EN,Currently living in the United States of America,,51-60,Female,Master's degree,"$90,000 to $99,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through social media (Facebook, LinkedIn, etc.)",,Sometimes,"Reuters,CNN",,Left leaning,Democrat,,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,5beaf93a-06b8-4c7a-8c0e-563c7641f5ab,2,2,7,1,57,18,1,1,10606,Treatment
11/13/2018 10:56,11/13/2018 11:04,IP Address,45.26.145.210,100,513,TRUE,11/13/2018 11:04,R_PNBzDYhGq6zMzL3,,,,,29.4598999,-98.74790192,anonymous,EN,Currently living in the United States of America,,Older than 60,Male,High school graduate (high school diploma or equivalent including GED),"$70,000 to $79,999",Daily,Television broadcast,,,,"Fox News,Reuters,CNN,Other","ABC,nbc,cbs",Central,Democrat,,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Fairly Often,Very Often,Sometimes,Fairly Often,Very Often,Almost Never,Almost Never,Almost Never,Sometimes,5beb0fad-d767-421b-8538-7e87e4fda1df,1,1,2,3,63,13,2,2,78227,Placebo
11/13/2018 10:56,11/13/2018 11:04,IP Address,172.1.118.80,100,496,TRUE,11/13/2018 11:05,R_VItPIHC8dHiIxpL,,,,,31.80450439,-105.9661026,anonymous,EN,Currently living in the United States of America,,21-30,Male,Bachelor's degree in college (4-year),"$50,000 to $59,999",Multiple times per day,"Television broadcast,Radio broadcast,Online Media,Word of Mouth","Directly from the news source (CNN, Fox News, etc.),Through an aggregator (Google News, The Skimm, etc.),Through social media (Facebook, LinkedIn, etc.)",,Always,"Fox News,Reuters,CNN",,Right leaning,Democrat,,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,Very Often,5beb102f-9d0f-43f7-93ce-0ce9a62ca672,1,1,6,3,27,9,2,1,79936,Control
